Figure Type: line chart
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
"Line Chart,Scatter Plot","closed-ended infinite answer set visual","0.0","0.0","0.0","0.0","0.0","0.0","0.77","0.67","0.91"
"Line Chart,Scatter Plot","closed-ended infinite answer set non-visual","0.25","0.14","1.0","0.25","0.14","1.0","0.8","0.69","0.95"
"Line Chart,Scatter Plot","closed-ended finite answer set binary visual","0.11","0.06","1.0","0.11","0.06","1.0","0.75","0.64","0.89"
"Line Chart,Scatter Plot","closed-ended finite answer set binary non-visual","0.11","0.06","1.0","0.11","0.06","1.0","0.75","0.64","0.89"
"Line Chart,Scatter Plot","closed-ended finite answer set non-binary visual","0.0","0.0","0.0","0.0","0.0","0.0","0.75","0.65","0.89"
"Line Chart,Scatter Plot","closed-ended finite answer set non-binary non-visual","0.11","0.06","1.0","0.11","0.06","1.0","0.75","0.64","0.89"
"Line Chart,Scatter Plot","unanswerable","0.93","0.88","1.0","0.93","0.88","1.0","0.94","0.89","0.99"


Figure Type: Heat Map
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
"Heat Map","closed-ended infinite answer set visual","0.11","0.06","1.0","0.11","0.06","1.0","0.75","0.64","0.89"
"Heat Map","closed-ended infinite answer set non-visual","0.25","0.14","1.0","0.25","0.14","1.0","0.8","0.7","0.94"
"Heat Map","closed-ended finite answer set binary visual","0.0","0.0","0.0","0.0","0.0","0.0","0.75","0.64","0.89"
"Heat Map","closed-ended finite answer set binary non-visual","0.11","0.06","1.0","0.11","0.06","1.0","0.75","0.64","0.89"
"Heat Map","closed-ended finite answer set non-binary visual","0.11","0.06","1.0","0.11","0.06","1.0","0.75","0.65","0.89"
"Heat Map","closed-ended finite answer set non-binary non-visual","0.0","0.0","0.0","0.0","0.0","0.0","0.75","0.65","0.89"
"Heat Map","unanswerable","0.93","0.88","1.0","0.93","0.88","1.0","0.94","0.89","0.99"


Figure Type: Line Chart
QA Type: closed-ended infinite answer set visual
"figure_type","qa_type","rouge1_fmeasure","rouge1_precision","rouge1_recall","rougeL_fmeasure","rougeL_precision","rougeL_recall","bertscore_f1","bertscore_precision","bertscore_recall"
"Line Chart","closed-ended infinite answer set visual","0.11","0.07","0.33","0.11","0.07","0.33","0.78","0.67","0.92"
"Line Chart","closed-ended infinite answer set non-visual","0.23","0.15","0.5","0.23","0.15","0.5","0.78","0.7","0.89"
"Line Chart","closed-ended finite answer set binary visual","0.11","0.06","1.0","0.11","0.06","1.0","0.75","0.64","0.89"
"Line Chart","closed-ended finite answer set binary non-visual","0.11","0.06","1.0","0.11","0.06","1.0","0.75","0.64","0.89"
"Line Chart","closed-ended finite answer set non-binary visual","0.16","0.09","0.83","0.16","0.09","0.83","0.76","0.67","0.88"
"Line Chart","closed-ended finite answer set non-binary non-visual","0.11","0.06","1.0","0.11","0.06","1.0","0.75","0.65","0.89"
"Line Chart","unanswerable","0.93","0.88","1.0","0.93","0.88","1.0","0.94","0.89","0.99"
